,Unnamed: 0,Unnamed: 0.1,上线机场,下线机场,出发日期,出发时刻,出发类型,出发航班,到达日期,到达时刻,到达类型,到达航班,区域,机体类别,登机口,终端厅,飞机型号,飞机转场记录号,精确到达时间,精确出发时间
512,512,512,UBP,LPX,2018/1/20,10:05:00,D,NV6684,2018/1/20,8:55:00,D,NV6684,South,W,T24,T,320,PK482,2018/1/20 8:55:00,2018/1/20 10:05:00
513,513,513,IGF,IGF,2018/1/20,21:35:00,D,NV6578,2018/1/20,8:45:00,D,NV6698,South,W,T24,T,320,PK480,2018/1/20 8:45:00,2018/1/20 21:35:00
514,514,514,UOB,UOB,2018/1/20,10:20:00,D,NV6644,2018/1/20,8:45:00,D,NV6645,South,W,T24,T,320,PK479,2018/1/20 8:45:00,2018/1/20 10:20:00
515,515,515,XOA,XOA,2018/1/20,9:45:00,D,NV6612,2018/1/20,8:40:00,D,NV6697,South,W,T24,T,73H,PK478,2018/1/20 8:40:00,2018/1/20 9:45:00
516,516,516,LIO,TIF,2018/1/20,9:50:00,D,NV6577,2018/1/20,8:40:00,D,NV6577,South,W,T24,T,320,PK477,2018/1/20 8:40:00,2018/1/20 9:50:00
517,517,517,***,DTY,2018/1/20,9:25:00,D,GN0408,2018/1/20,8:35:00,D,*****,South,W,T24,T,738,PK476,2018/1/20 8:35:00,2018/1/20 9:25:00
518,518,518,OHC,VSD,2018/1/20,9:30:00,D,NV6700,2018/1/20,7:55:00,D,NV6700,South,W,T24,T,320,PK473,2018/1/20 7:55:00,2018/1/20 9:30:00
519,519,519,EZH,XOA,2018/1/20,9:15:00,D,GN0630,2018/1/20,1:35:00,D,GN0453,South,W,T24,T,738,PK448,2018/1/20 1:35:00,2018/1/20 9:15:00
520,520,520,EZH,XVI,2018/1/20,6:55:00,D,NV3615,2018/1/20,1:30:00,D,NV6487,South,W,T24,T,319,PK447,2018/1/20 1:30:00,2018/1/20 6:55:00
521,521,521,XVU,EZH,2018/1/20,8:10:00,D,GN0454,2018/1/20,0:05:00,D,GN0657,South,W,T24,T,738,PK446,2018/1/20 0:05:00,2018/1/20 8:10:00
522,522,522,EMD,DHR,2018/1/20,7:50:00,D,NV6708,2018/1/20,0:15:00,D,NV6723,South,W,T24,T,323,PK443,2018/1/20 0:15:00,2018/1/20 7:50:00
523,523,523,DHP,DHP,2018/1/20,8:30:00,D,GN0678,2018/1/20,0:15:00,D,GN0401,South,W,T24,T,738,PK442,2018/1/20 0:15:00,2018/1/20 8:30:00
524,524,524,TZY,LXM,2018/1/20,15:50:00,D,GN0488,2018/1/20,0:10:00,D,GN0349,South,W,T24,T,73E,PK441,2018/1/20 0:10:00,2018/1/20 15:50:00
525,525,525,YNO,***,2018/1/20,23:15:00,D,*****,2018/1/20,22:25:00,D,GN0645,South,W,T24,T,73L,PK422,2018/1/20 22:25:00,2018/1/20 23:15:00
526,526,526,MAI,DBO,2018/1/20,22:50:00,D,NV3652,2018/1/20,21:50:00,D,NV6319,South,W,T24,T,73E,PK415,2018/1/20 21:50:00,2018/1/20 22:50:00
527,527,527,EMD,OLH,2018/1/20,22:50:00,D,NV3993,2018/1/20,21:45:00,D,NV6737,South,W,T24,T,320,PK414,2018/1/20 21:45:00,2018/1/20 22:50:00
528,528,528,EZH,DHP,2018/1/20,22:45:00,D,GN933,2018/1/20,21:45:00,D,GN0455,South,W,T24,T,738,PK413,2018/1/20 21:45:00,2018/1/20 22:45:00
529,529,529,UOB,UOB,2018/1/20,22:30:00,D,NV6652,2018/1/20,21:20:00,D,NV6653,South,W,T24,T,320,PK407,2018/1/20 21:20:00,2018/1/20 22:30:00
530,530,530,XOA,XOA,2018/1/20,22:20:00,D,GN0620,2018/1/20,21:20:00,D,GN0629,South,W,T24,T,738,PK406,2018/1/20 21:20:00,2018/1/20 22:20:00
531,531,531,DTY,YNO,2018/1/20,22:40:00,D,GN0368,2018/1/20,21:15:00,D,GN0409,South,W,T24,T,738,PK403,2018/1/20 21:15:00,2018/1/20 22:40:00
532,532,532,TIF,LIO,2018/1/20,22:20:00,D,NV6642,2018/1/20,21:05:00,D,NV6642,South,W,T24,T,320,PK401,2018/1/20 21:05:00,2018/1/20 22:20:00
533,533,533,VSD,OHC,2018/1/20,22:20:00,D,NV6811,2018/1/20,21:00:00,D,NV6811,South,W,T24,T,320,PK399,2018/1/20 21:00:00,2018/1/20 22:20:00
534,534,534,UBP,UBP,2018/1/20,22:10:00,D,NV6632,2018/1/20,21:00:00,D,NV6633,South,W,T24,T,320,PK398,2018/1/20 21:00:00,2018/1/20 22:10:00
535,535,535,***,DTY,2018/1/20,21:30:00,D,NV6478,2018/1/20,20:40:00,D,*****,South,W,T24,T,319,PK396,2018/1/20 20:40:00,2018/1/20 21:30:00
536,536,536,GPD,EMD,2018/1/20,22:05:00,D,NV6772,2018/1/20,20:30:00,D,NV6772,South,W,T24,T,325,PK395,2018/1/20 20:30:00,2018/1/20 22:05:00
537,537,537,UTO,***,2018/1/20,21:05:00,D,*****,2018/1/20,20:15:00,D,NV6551,South,W,T24,T,319,PK388,2018/1/20 20:15:00,2018/1/20 21:05:00
538,538,538,YNO,DHR,2018/1/20,21:05:00,D,GN0260,2018/1/20,20:10:00,D,GN0261,South,W,T24,T,73H,PK385,2018/1/20 20:10:00,2018/1/20 21:05:00
539,539,539,TIF,LXF,2018/1/20,21:35:00,D,GN0560,2018/1/20,20:05:00,D,GN0205,South,W,T24,T,73A,PK383,2018/1/20 20:05:00,2018/1/20 21:35:00
540,540,540,DUV,DUV,2018/1/20,21:30:00,D,NV6528,2018/1/20,20:00:00,D,NV6527,South,W,T24,T,320,PK381,2018/1/20 20:00:00,2018/1/20 21:30:00
541,541,541,UZO,UZO,2018/1/20,21:00:00,D,NV6325,2018/1/20,20:00:00,D,NV6324,South,W,T24,T,73E,PK380,2018/1/20 20:00:00,2018/1/20 21:00:00
542,542,542,ZOK,DLH,2018/1/20,21:05:00,D,NV6544,2018/1/20,19:40:00,D,NV6763,South,W,T24,T,320,PK376,2018/1/20 19:40:00,2018/1/20 21:05:00
543,543,543,AIB,TIF,2018/1/20,21:25:00,D,NV6714,2018/1/20,19:15:00,D,NV6714,South,W,T24,T,320,PK369,2018/1/20 19:15:00,2018/1/20 21:25:00
544,544,544,XOA,DBO,2018/1/20,21:20:00,D,GN0428,2018/1/20,19:10:00,D,GN0641,South,W,T24,T,738,PK367,2018/1/20 19:10:00,2018/1/20 21:20:00
545,545,545,DHR,LXM,2018/1/20,21:10:00,D,GN0287,2018/1/20,18:55:00,D,GN0287,South,W,T24,T,738,PK364,2018/1/20 18:55:00,2018/1/20 21:10:00
546,546,546,XVI,EZH,2018/1/20,20:00:00,D,NV6486,2018/1/20,18:50:00,D,NV3622,South,W,T24,T,319,PK362,2018/1/20 18:50:00,2018/1/20 20:00:00
547,547,547,XFI,EZH,2018/1/20,20:05:00,D,GN0452,2018/1/20,18:50:00,D,GN0465,South,W,T24,T,738,PK360,2018/1/20 18:50:00,2018/1/20 20:05:00
548,548,548,DUV,TAY,2018/1/20,21:25:00,D,NV6472,2018/1/20,18:30:00,D,NV6525,South,W,T24,T,325,PK356,2018/1/20 18:30:00,2018/1/20 21:25:00
549,549,549,YOO,YOO,2018/1/20,19:35:00,D,NV3410,2018/1/20,18:30:00,D,NV3421,South,W,T24,T,319,PK355,2018/1/20 18:30:00,2018/1/20 19:35:00
550,550,550,ZJI,XVI,2018/1/20,19:30:00,D,NV3631,2018/1/20,18:00:00,D,NV3786,South,W,T24,T,73E,PK348,2018/1/20 18:00:00,2018/1/20 19:30:00
551,551,551,AVI,ISC,2018/1/20,20:55:00,D,NV6720,2018/1/20,17:40:00,D,NV6301,South,W,T24,T,325,PK346,2018/1/20 17:40:00,2018/1/20 20:55:00
552,552,552,BPH,OOH,2018/1/20,21:00:00,D,GN0494,2018/1/20,17:35:00,D,GN0209,South,W,T24,T,73A,PK345,2018/1/20 17:35:00,2018/1/20 21:00:00
553,553,553,***,MIX,2018/1/20,17:50:00,D,GN0332,2018/1/20,17:00:00,D,*****,South,W,T24,T,738,PK339,2018/1/20 17:00:00,2018/1/20 17:50:00
554,554,554,XOA,XOA,2018/1/20,17:55:00,D,GN0636,2018/1/20,16:50:00,D,GN0637,South,W,T24,T,738,PK335,2018/1/20 16:50:00,2018/1/20 17:55:00
555,555,555,YJZ,YJZ,2018/1/20,18:05:00,D,NV3277,2018/1/20,16:15:00,D,NV3260,South,W,T24,T,320,PK326,2018/1/20 16:15:00,2018/1/20 18:05:00
556,556,556,TIF,IJB,2018/1/20,17:40:00,D,NV6710,2018/1/20,16:05:00,D,NV6715,South,W,T24,T,320,PK325,2018/1/20 16:05:00,2018/1/20 17:40:00
557,557,557,ZOU,TAY,2018/1/20,17:05:00,D,NV6462,2018/1/20,15:55:00,D,NV6657,South,W,T24,T,323,PK323,2018/1/20 15:55:00,2018/1/20 17:05:00
558,558,558,CBW,ETO,2018/1/20,17:30:00,D,GN0404,2018/1/20,15:55:00,D,GN0549,South,W,T24,T,73E,PK320,2018/1/20 15:55:00,2018/1/20 17:30:00
559,559,559,TAY,LXM,2018/1/20,16:45:00,D,NV0746,2018/1/20,15:25:00,D,NV6453,South,W,T24,T,323,PK315,2018/1/20 15:25:00,2018/1/20 16:45:00
560,560,560,EMD,***,2018/1/20,16:10:00,D,*****,2018/1/20,15:20:00,D,GN0203,South,W,T24,T,738,PK312,2018/1/20 15:20:00,2018/1/20 16:10:00
561,561,561,DBO,IBL,2018/1/20,16:20:00,D,GN0642,2018/1/20,15:10:00,D,GN0423,South,W,T24,T,73E,PK310,2018/1/20 15:10:00,2018/1/20 16:20:00
562,562,562,***,MIX,2018/1/20,15:50:00,D,NV3465,2018/1/20,15:00:00,D,*****,South,W,T24,T,320,PK309,2018/1/20 15:00:00,2018/1/20 15:50:00
563,563,563,NJH,TZY,2018/1/20,16:35:00,D,GN0348,2018/1/20,14:55:00,D,GN0523,South,W,T24,T,73E,PK307,2018/1/20 14:55:00,2018/1/20 16:35:00
564,564,564,TIF,DHR,2018/1/20,16:05:00,D,GN0280,2018/1/20,14:55:00,D,GN0479,South,W,T24,T,325,PK306,2018/1/20 14:55:00,2018/1/20 16:05:00
565,565,565,ISC,IBL,2018/1/20,15:55:00,D,GN0362,2018/1/20,14:55:00,D,GN0283,South,W,T24,T,73E,PK305,2018/1/20 14:55:00,2018/1/20 15:55:00
566,566,566,LPX,UBP,2018/1/20,15:55:00,D,NV6685,2018/1/20,14:45:00,D,NV6685,South,W,T24,T,320,PK300,2018/1/20 14:45:00,2018/1/20 15:55:00
567,567,567,ZJI,DBO,2018/1/20,16:10:00,D,GN0638,2018/1/20,14:40:00,D,GN0477,South,W,T24,T,73H,PK299,2018/1/20 14:40:00,2018/1/20 16:10:00
568,568,568,EBU,HZT,2018/1/20,16:30:00,D,NV6614,2018/1/20,14:35:00,D,NV6359,South,W,T24,T,319,PK298,2018/1/20 14:35:00,2018/1/20 16:30:00
569,569,569,DHR,YJZ,2018/1/20,17:20:00,D,NV3273,2018/1/20,14:30:00,D,NV6709,South,W,T24,T,323,PK297,2018/1/20 14:30:00,2018/1/20 17:20:00
570,570,570,XVI,MAI,2018/1/20,15:25:00,D,NV6318,2018/1/20,14:20:00,D,NV3654,South,W,T24,T,73E,PK294,2018/1/20 14:20:00,2018/1/20 15:25:00
571,571,571,IGF,IGF,2018/1/20,15:20:00,D,NV6574,2018/1/20,14:10:00,D,NV6575,South,W,T24,T,320,PK293,2018/1/20 14:10:00,2018/1/20 15:20:00
572,572,572,ZLI,IEH,2018/1/20,17:25:00,D,NV6768,2018/1/20,13:55:00,D,NV6727,South,W,T24,T,320,PK291,2018/1/20 13:55:00,2018/1/20 17:25:00
573,573,573,IJB,TIF,2018/1/20,14:50:00,D,NV6718,2018/1/20,13:40:00,D,NV6719,South,W,T24,T,320,PK288,2018/1/20 13:40:00,2018/1/20 14:50:00
574,574,574,YJZ,YJZ,2018/1/20,14:15:00,D,NV3269,2018/1/20,13:15:00,D,NV3266,South,W,T24,T,325,PK284,2018/1/20 13:15:00,2018/1/20 14:15:00
575,575,575,UWT,YNO,2018/1/20,14:20:00,D,GN0250,2018/1/20,13:10:00,D,GN0235,South,W,T24,T,73H,PK283,2018/1/20 13:10:00,2018/1/20 14:20:00
576,576,576,ARA,LXF,2018/1/20,16:30:00,D,NV6556,2018/1/20,13:05:00,D,NV3287,South,W,T24,T,73E,PK282,2018/1/20 13:05:00,2018/1/20 16:30:00
577,577,577,LXM,AVI,2018/1/20,15:50:00,D,GN0326,2018/1/20,12:40:00,D,GN0491,South,W,T24,T,738,PK279,2018/1/20 12:40:00,2018/1/20 15:50:00
578,578,578,CQF,TIF,2018/1/20,13:35:00,D,GN0204,2018/1/20,12:25:00,D,GN0253,South,W,T24,T,73A,PK277,2018/1/20 12:25:00,2018/1/20 13:35:00
579,579,579,IEH,MZJ,2018/1/20,13:25:00,D,NV6510,2018/1/20,12:20:00,D,NV6749,South,W,T24,T,320,PK276,2018/1/20 12:20:00,2018/1/20 13:25:00
580,580,580,DLH,***,2018/1/20,12:10:00,D,*****,2018/1/20,11:20:00,D,NV6535,South,W,T24,T,320,PK273,2018/1/20 11:20:00,2018/1/20 12:10:00
581,581,581,DUV,DUV,2018/1/20,18:05:00,D,NV6308,2018/1/20,11:05:00,D,NV6307,South,W,T24,T,320,PK272,2018/1/20 11:05:00,2018/1/20 18:05:00
582,582,582,DHR,SJA,2018/1/20,12:00:00,D,GN0236,2018/1/20,10:40:00,D,GN0271,South,W,T24,T,73H,PK267,2018/1/20 10:40:00,2018/1/20 12:00:00
583,583,583,TIF,AIB,2018/1/20,12:25:00,D,NV6713,2018/1/20,10:35:00,D,NV6713,South,W,T24,T,320,PK266,2018/1/20 10:35:00,2018/1/20 12:25:00
584,584,584,DHP,MGR,2018/1/20,13:05:00,D,GN0446,2018/1/20,10:30:00,D,GN0457,South,W,T24,T,738,PK264,2018/1/20 10:30:00,2018/1/20 13:05:00
585,585,585,OOH,AIB,2018/1/20,11:20:00,D,GN0460,2018/1/20,10:20:00,D,GN0495,South,W,T24,T,73A,PK259,2018/1/20 10:20:00,2018/1/20 11:20:00
586,586,586,TAY,TZY,2018/1/20,13:05:00,D,NV6488,2018/1/20,10:10:00,D,NV6443,South,W,T24,T,325,PK256,2018/1/20 10:10:00,2018/1/20 13:05:00
587,587,587,DUV,DUV,2018/1/20,12:30:00,D,NV305,2018/1/20,10:05:00,D,NV6513,South,W,T24,T,320,PK254,2018/1/20 10:05:00,2018/1/20 12:30:00
588,588,588,ETO,CBW,2018/1/20,9:25:00,D,GN0548,2018/1/19,23:55:00,D,GN0405,South,W,T24,T,73E,PK197,2018/1/19 23:55:00,2018/1/20 9:25:00
589,589,589,IBL,EMD,2018/1/20,14:10:00,D,NV6722,2018/1/19,23:40:00,D,GN0643,South,W,T24,T,323,PK196,2018/1/19 23:40:00,2018/1/20 14:10:00
590,590,590,UTO,DUV,2018/1/20,9:05:00,D,NV6514,2018/1/19,23:30:00,D,NV3195,South,W,T24,T,319,PK195,2018/1/19 23:30:00,2018/1/20 9:05:00
591,591,591,TAY,ZOU,2018/1/20,11:10:00,D,NV6656,2018/1/19,23:25:00,D,NV6471,South,W,T24,T,323,PK194,2018/1/19 23:25:00,2018/1/20 11:10:00
592,592,592,YJZ,DLH,2018/1/20,9:20:00,D,NV6504,2018/1/19,23:20:00,D,NV3447,South,W,T24,T,319,PK193,2018/1/19 23:20:00,2018/1/20 9:20:00
593,593,593,EZH,UWT,2018/1/20,7:35:00,D,GN0234,2018/1/19,23:20:00,D,GN0455,South,W,T24,T,73H,PK192,2018/1/19 23:20:00,2018/1/20 7:35:00
594,594,594,IBL,DBO,2018/1/20,9:00:00,D,GN0414,2018/1/19,23:15:00,D,GN0363,South,W,T24,T,73E,PK191,2018/1/19 23:15:00,2018/1/20 9:00:00
595,595,595,LXF,ARA,2018/1/20,6:55:00,D,NV3286,2018/1/19,23:00:00,D,NV6557,South,W,T24,T,73E,PK188,2018/1/19 23:00:00,2018/1/20 6:55:00
596,596,596,HZT,OBP,2018/1/20,8:25:00,D,NV6548,2018/1/19,22:55:00,D,NV6615,South,W,T24,T,319,PK187,2018/1/19 22:55:00,2018/1/20 8:25:00
597,597,597,LXM,TAY,2018/1/20,9:05:00,D,NV6446,2018/1/19,22:45:00,D,NV0747,South,W,T24,T,323,PK184,2018/1/19 22:45:00,2018/1/20 9:05:00
598,598,598,DHR,NJH,2018/1/20,8:00:00,D,GN0522,2018/1/19,22:30:00,D,GN0291,South,W,T24,T,73E,PK182,2018/1/19 22:30:00,2018/1/20 8:00:00
599,599,599,YNO,TIF,2018/1/20,8:55:00,D,GN0478,2018/1/19,22:25:00,D,GN0645,South,W,T24,T,325,PK181,2018/1/19 22:25:00,2018/1/20 8:55:00
600,600,600,CBW,CQF,2018/1/20,6:55:00,D,GN0252,2018/1/19,22:25:00,D,GN0247,South,W,T24,T,73A,PK180,2018/1/19 22:25:00,2018/1/20 6:55:00
601,601,601,ZOK,IEH,2018/1/20,6:40:00,D,NV6748,2018/1/19,22:15:00,D,NV6763,South,W,T24,T,320,PK179,2018/1/19 22:15:00,2018/1/20 6:40:00
602,602,602,LXM,ISC,2018/1/20,7:30:00,D,GN0282,2018/1/19,22:05:00,D,GN0489,South,W,T24,T,73E,PK175,2018/1/19 22:05:00,2018/1/20 7:30:00
603,603,603,DHP,ZOU,2018/1/20,9:55:00,D,NV3280,2018/1/19,22:00:00,D,NV6405,South,W,T24,T,320,PK174,2018/1/19 22:00:00,2018/1/20 9:55:00
604,604,604,IOZ,LXM,2018/1/20,6:40:00,D,GN0480,2018/1/19,22:00:00,D,GN0541,South,W,T24,T,738,PK173,2018/1/19 22:00:00,2018/1/20 6:40:00
605,605,605,MAI,EMD,2018/1/20,8:30:00,D,NV6734,2018/1/19,21:50:00,D,NV6319,South,W,T24,T,73E,PK171,2018/1/19 21:50:00,2018/1/20 8:30:00
606,606,606,YJZ,YJZ,2018/1/20,8:05:00,D,NV3263,2018/1/19,21:50:00,D,NV3270,South,W,T24,T,321,PK170,2018/1/19 21:50:00,2018/1/20 8:05:00
607,607,607,QFL,CIZ,2018/1/20,9:25:00,D,NV6376,2018/1/19,21:40:00,D,NV6241,South,W,T24,T,325,PK168,2018/1/19 21:40:00,2018/1/20 9:25:00
608,608,608,ZOU,QFL,2018/1/20,9:00:00,D,NV6230,2018/1/19,20:45:00,D,NV6375,South,W,T24,T,323,PK155,2018/1/19 20:45:00,2018/1/20 9:00:00
609,609,609,YJZ,YJZ,2018/1/20,6:40:00,D,NV3446,2018/1/19,20:25:00,D,NV3278,South,W,T24,T,325,PK150,2018/1/19 20:25:00,2018/1/20 6:40:00
610,610,610,ISC,ISC,2018/1/20,8:20:00,D,NV6724,2018/1/19,20:15:00,D,NV6725,South,W,T24,T,320,PK147,2018/1/19 20:15:00,2018/1/20 8:20:00
611,611,611,ITO,UTO,2018/1/20,13:55:00,D,NV6540,2018/1/19,20:10:00,D,NV6317,South,W,T24,T,319,PK145,2018/1/19 20:10:00,2018/1/20 13:55:00
612,612,612,EMD,EBU,2018/1/20,8:15:00,D,NV6358,2018/1/19,19:50:00,D,NV6753,South,W,T24,T,319,PK136,2018/1/19 19:50:00,2018/1/20 8:15:00
613,613,613,EMD,EMD,2018/1/20,7:45:00,D,NV6738,2018/1/19,18:35:00,D,NV6779,South,W,T24,T,320,PK117,2018/1/19 18:35:00,2018/1/20 7:45:00
614,614,614,BPH,UHP,2018/1/20,13:50:00,D,GN0658,2018/1/19,17:35:00,D,GN0209,South,W,T24,T,73A,PK102,2018/1/19 17:35:00,2018/1/20 13:50:00
615,615,615,OOH,YNO,2018/1/20,17:05:00,D,GN0644,2018/1/19,15:35:00,D,GN0497,South,W,T24,T,73L,PK072,2018/1/19 15:35:00,2018/1/20 17:05:00
616,616,616,NJH,ZDV,2018/1/20,16:20:00,D,GN0256,2018/1/19,14:55:00,D,GN0523,South,W,T24,T,73E,PK062,2018/1/19 14:55:00,2018/1/20 16:20:00
617,617,617,LXF,CLL,2018/1/20,14:15:00,I,GN966,2018/1/20,9:40:00,D,GN0571,South,W,T24,T,73H,PK492,2018/1/20 9:40:00,2018/1/20 14:15:00
618,618,618,XVI,GVL,2018/1/20,10:35:00,I,NV628,2018/1/20,9:15:00,D,NV628,South,W,T24,T,73H,PK485,2018/1/20 9:15:00,2018/1/20 10:35:00
619,619,619,XVI,LJY,2018/1/20,10:00:00,I,NV626,2018/1/20,8:55:00,D,NV3620,South,W,T24,T,73E,PK481,2018/1/20 8:55:00,2018/1/20 10:00:00
620,620,620,OLH,OHP,2018/1/20,9:30:00,I,NV630,2018/1/20,8:25:00,D,NV3992,South,W,T24,T,320,PK474,2018/1/20 8:25:00,2018/1/20 9:30:00
621,621,621,LIO,THO,2018/1/20,22:00:00,I,NV392,2018/1/20,21:10:00,D,NV6643,South,W,T24,T,320,PK402,2018/1/20 21:10:00,2018/1/20 22:00:00
622,622,622,EMD,ILH,2018/1/20,21:10:00,I,NV836,2018/1/20,19:50:00,D,NV6753,South,W,T24,T,319,PK378,2018/1/20 19:50:00,2018/1/20 21:10:00
623,623,623,MZJ,QOI,2018/1/20,20:00:00,I,NV860,2018/1/20,18:55:00,D,NV6663,South,W,T24,T,320,PK365,2018/1/20 18:55:00,2018/1/20 20:00:00
624,624,624,LXM,LVM,2018/1/20,19:30:00,I,GN972,2018/1/20,18:10:00,D,GN0461,South,W,T24,T,73H,PK350,2018/1/20 18:10:00,2018/1/20 19:30:00
625,625,625,TIF,LCW,2018/1/20,18:20:00,I,GN976,2018/1/20,17:20:00,D,GN0299,South,W,T24,T,738,PK341,2018/1/20 17:20:00,2018/1/20 18:20:00
626,626,626,INJ,GVL,2018/1/20,18:10:00,I,NV642,2018/1/20,16:55:00,D,NV6717,South,W,T24,T,320,PK337,2018/1/20 16:55:00,2018/1/20 18:10:00
627,627,627,DUV,IJK,2018/1/20,17:40:00,I,NV304,2018/1/20,16:35:00,D,NV304,South,W,T24,T,319,PK332,2018/1/20 16:35:00,2018/1/20 17:40:00
628,628,628,XVI,OHP,2018/1/20,18:00:00,I,NV3702,2018/1/20,16:30:00,D,NV3702,South,W,T24,T,73H,PK330,2018/1/20 16:30:00,2018/1/20 18:00:00
629,629,629,CIZ,ILH,2018/1/20,18:30:00,I,NV834,2018/1/20,16:20:00,D,NV6377,South,W,T24,T,325,PK327,2018/1/20 16:20:00,2018/1/20 18:30:00
630,630,630,YJZ,OHP,2018/1/20,17:15:00,I,NV302,2018/1/20,15:45:00,D,NV302,South,W,T24,T,320,PK319,2018/1/20 15:45:00,2018/1/20 17:15:00
631,631,631,QFL,OSU,2018/1/20,16:55:00,I,NV382,2018/1/20,15:20:00,D,NV382,South,W,T24,T,321,PK313,2018/1/20 15:20:00,2018/1/20 16:55:00
632,632,632,GPD,IOE,2018/1/20,17:10:00,I,NV686,2018/1/20,14:45:00,D,NV6711,South,W,T24,T,325,PK301,2018/1/20 14:45:00,2018/1/20 17:10:00
633,633,633,DHP,LJY,2018/1/20,14:55:00,I,GN932,2018/1/20,13:50:00,D,GN932,South,W,T24,T,738,PK289,2018/1/20 13:50:00,2018/1/20 14:55:00
634,634,634,EMD,GVL,2018/1/20,14:30:00,I,NV6198,2018/1/20,13:25:00,D,NV6735,South,W,T24,T,73E,PK286,2018/1/20 13:25:00,2018/1/20 14:30:00
635,635,635,KOA,QVT,2018/1/20,14:05:00,I,GN930,2018/1/20,13:00:00,D,GN0201,South,W,T24,T,73H,PK281,2018/1/20 13:00:00,2018/1/20 14:05:00
636,636,636,EMD,PLB,2018/1/20,13:10:00,I,NV398,2018/1/20,11:00:00,D,NV6785,South,W,T24,T,320,PK271,2018/1/20 11:00:00,2018/1/20 13:10:00
637,637,637,LNH,LJY,2018/1/20,12:15:00,I,NV858,2018/1/20,10:30:00,D,NV858,South,W,T24,T,73H,PK265,2018/1/20 10:30:00,2018/1/20 12:15:00
638,638,638,MIX,OHP,2018/1/20,11:35:00,I,NV820,2018/1/20,10:25:00,D,NV820,South,W,T24,T,320,PK263,2018/1/20 10:25:00,2018/1/20 11:35:00
639,639,639,ISC,ILH,2018/1/20,11:25:00,I,NV618,2018/1/20,10:25:00,D,NV6731,South,W,T24,T,325,PK262,2018/1/20 10:25:00,2018/1/20 11:25:00
640,640,640,YJZ,OSU,2018/1/20,11:45:00,I,NV632,2018/1/20,10:15:00,D,NV632,South,W,T24,T,325,PK258,2018/1/20 10:15:00,2018/1/20 11:45:00
641,641,641,XVI,GTA,2018/1/20,11:15:00,I,NV3120,2018/1/20,10:15:00,D,NV3120,South,W,T24,T,73H,PK257,2018/1/20 10:15:00,2018/1/20 11:15:00
642,642,642,TXB,CLL,2018/1/20,12:00:00,I,GN944,2018/1/20,10:10:00,D,GN0411,South,W,T24,T,73H,PK255,2018/1/20 10:10:00,2018/1/20 12:00:00
643,643,643,QFL,NGN,2018/1/20,12:40:00,I,NV3118,2018/1/20,10:00:00,D,NV6294,South,W,T24,T,321,PK253,2018/1/20 10:00:00,2018/1/20 12:40:00
644,644,644,MIX,DKV,2018/1/20,10:15:00,I,NV6160,2018/1/19,23:10:00,D,NV3464,South,W,T24,T,325,PK190,2018/1/19 23:10:00,2018/1/20 10:15:00
645,645,645,KOH,UPZ,2018/1/20,9:25:00,I,GN936,2018/1/19,23:10:00,D,GN0285,South,W,T24,T,73A,PK189,2018/1/19 23:10:00,2018/1/20 9:25:00
646,646,646,ZCQ,LPK,2018/1/20,9:50:00,I,NV872,2018/1/19,22:50:00,D,NV6379,South,W,T24,T,319,PK186,2018/1/19 22:50:00,2018/1/20 9:50:00
647,647,647,DBO,UTB,2018/1/20,9:10:00,I,GN912,2018/1/19,22:30:00,D,GN0639,South,W,T24,T,73H,PK183,2018/1/19 22:30:00,2018/1/20 9:10:00
648,648,648,IEH,ILH,2018/1/20,8:35:00,I,NV612,2018/1/19,22:05:00,D,NV6769,South,W,T24,T,320,PK177,2018/1/19 22:05:00,2018/1/20 8:35:00
649,649,649,GPD,LJY,2018/1/20,8:55:00,I,NV336,2018/1/19,21:20:00,D,NV6699,South,W,T24,T,320,PK165,2018/1/19 21:20:00,2018/1/20 8:55:00
650,650,650,AZJ,QVT,2018/1/20,8:00:00,I,NV6154,2018/1/19,21:00:00,D,NV6495,South,W,T24,T,320,PK156,2018/1/19 21:00:00,2018/1/20 8:00:00
651,651,651,OBP,LJK,2018/1/20,9:30:00,I,NV306,2018/1/19,20:20:00,D,NV6549,South,W,T24,T,319,PK148,2018/1/19 20:20:00,2018/1/20 9:30:00
652,652,652,SJA,UTB,2018/1/20,10:40:00,I,GN920,2018/1/19,20:10:00,D,GN0237,South,W,T24,T,73H,PK142,2018/1/19 20:10:00,2018/1/20 10:40:00
653,653,653,MMW,DOY,2018/1/20,10:10:00,I,NV316,2018/1/19,18:20:00,D,NV6253,South,W,T24,T,320,PK112,2018/1/19 18:20:00,2018/1/20 10:10:00
654,654,654,ILH,UTO,2018/1/20,13:00:00,D,NV3194,2018/1/20,9:50:00,I,NV837,South,W,T24,T,319,PK499,2018/1/20 9:50:00,2018/1/20 13:00:00
655,655,655,JDO,AVI,2018/1/20,11:25:00,D,NV6390,2018/1/20,9:45:00,I,NV6163,South,W,T24,T,325,PK495,2018/1/20 9:45:00,2018/1/20 11:25:00
656,656,656,THO,LIO,2018/1/20,9:30:00,D,NV6576,2018/1/20,7:05:00,I,NV393,South,W,T24,T,320,PK472,2018/1/20 7:05:00,2018/1/20 9:30:00
657,657,657,ILU,LXM,2018/1/20,12:00:00,D,GN0492,2018/1/20,7:15:00,I,GN969,South,W,T24,T,73H,PK469,2018/1/20 7:15:00,2018/1/20 12:00:00
